Case_ID,Investor_Narrative,Evidence_Span,Author_Portfolio,Author_Escalation,Consensus_Risk_Tolerance,Consensus_Risk_Capacity,Consensus_Liquidity_Need,Consensus_Suitability_Risk,Consensus_Portfolio,Consensus_Escalation,Agree_Count,Disagree_Count,Unsure_Count,Review_Flag
ILS-314,"I am 46 and I am describing my investment situation for an automated advisory service. I may also use the money to reduce debt. I recently changed jobs and do not have much cash set aside, and I need access to cash this year for medical expenses. I want a very high-return strategy even though I cannot afford a big setback. At the same time, I cannot tolerate losing much of this money. I need advice because my desire for high return may not match my ability to absorb losses.","I recently changed jobs and do not have much cash set aside; I need access to cash this year for medical expenses; I want a very high-return strategy even though I cannot afford a big setback; At the same time, I cannot tolerate losing much of this money.",Human review,Yes,Inconsistent,Low,Urgent,High,Human review,Yes,4,0,0,No
ILS-315,"I am 51 and would like investment advice that reflects my goals and constraints. The main goal is a business deposit. I want to keep access to the funds because a major expense is likely soon. I can save monthly, although I still have normal household commitments. I do not sleep well when investments lose value. I still want the money to earn something, but I cannot risk losing funds that may be needed soon.","The main goal is a business deposit.; I want to keep access to the funds because a major expense is likely soon; I can save monthly, although I still have normal household commitments",Capital preservation,No,Low,Moderate,High,Medium,Capital preservation,No,4,0,0,No
ILS-316,"As a 51-year-old retail investor, I want the system to understand my situation before recommending a portfolio. My main goal is retirement. I have stable income, manageable debt, and cash reserves outside this account. I can leave the funds invested for a long period. A previous loss made me exit the market at the worst moment. I am tempted by growth funds, but I worry I will sell again in a downturn.","A previous loss made me exit the market at the worst moment; I am tempted by growth funds, but I worry I will sell again in a downturn.",Balanced,No,Low,High,Low,Medium,Conservative,No,0,4,0,No
ILS-317,"I am 64 and I am either retired or close to retirement. I want the account to produce reliable income and avoid a large drawdown. I can save monthly, although I still have normal household commitments. I want to keep access to the funds because a major expense is likely soon. I prefer a balanced approach rather than the highest possible return. I prefer stability and clear explanation over maximum growth.",Reliable income and avoid a large drawdown; I want to keep access to the funds because a major expense is likely soon; I prefer a balanced approach rather than the highest possible return,Conservative,No,Moderate,Moderate,High,Low,Conservative,No,2,2,0,No
ILS-318,"As a 55-year-old retail investor, I want the system to understand my situation before recommending a portfolio. I want this account to grow over the long run. I have stable consulting income, and I have stable income, manageable debt, and cash reserves outside this account. I do not expect to withdraw this money for at least ten years. I can tolerate normal market fluctuations, and I would prefer a recommendation that emphasizes long-term growth while still remaining diversified.","I want this account to grow over the long run.; I have stable consulting income, and I have stable income, manageable debt, and cash reserves outside this account; I do not expect to withdraw this money for at least ten years; I can tolerate normal market fluctuations",Growth,No,Moderate,High,Low,Low,Growth,No,3,0,1,No
ILS-319,"I am 51 and I am describing my investment situation for an automated advisory service. I am saving toward a home purchase but the exact timing is still a few years away. My household income is steady, although I have a mortgage but my income covers regular expenses. I have no planned withdrawals from this account in the near future. I want growth but with a controlled level of volatility, so I would prefer a portfolio that balances growth and stability.",I am saving toward a home purchase but the exact timing is still a few years away.; I have no planned withdrawals from this account in the near future; I want growth but with a controlled level of volatility,Growth,No,Moderate,Moderate,Low,Low,Balanced,No,0,4,0,No
ILS-320,"My situation is as follows: I am 31 and I want a portfolio recommendation based on my circumstances. I support family members and my income can change month to month. My household depends mostly on one unstable income, and I may need the money within six months. I become very uncomfortable when my account falls even a little. I should probably not rely only on an automated recommendation unless the case is reviewed carefully.",I support family members and my income can change month to month; I may need the money within six months; I become very uncomfortable when my account falls even a little,Human review,Yes,Low,Low,Urgent,High,Human review,Yes,4,0,0,No
ILS-321,"My situation is as follows: I am 42 and I want a portfolio recommendation based on my circumstances. This account is for retirement rather than short-term spending. I have a secure full-time job, and this investment account is separate from my living expenses. I can leave the funds invested for a long period. I do not panic when markets move sharply, and I would prefer a recommendation that emphasizes long-term growth while still remaining diversified.","This account is for retirement rather than short-term spending.; I have a secure full-time job, and this investment account is separate from my living expenses; I can leave the funds invested for a long period; I do not panic when markets move sharply",Aggressive growth,No,High,High,Low,Low,Aggressive growth,No,3,0,1,No
ILS-322,"My situation is as follows: I am 34 and I want a portfolio recommendation based on my circumstances. I am investing for retirement and would like steady long-term growth. I have stable consulting income, although I have a stable job, but my cash buffer is only moderate. I will not need this account for everyday expenses. I can tolerate normal market fluctuations, so I would prefer a portfolio that balances growth and stability.",I am investing for retirement and would like steady long-term growth.; I will not need this account for everyday expenses; I can tolerate normal market fluctuations,Growth,No,Moderate,Moderate,Low,Low,Growth,No,3,0,1,No
ILS-323,"My situation is as follows: I am 60 and I want a portfolio recommendation based on my circumstances. The main goal is a home down payment. I am considering a home down payment within the next two years. I have a mortgage but my income covers regular expenses. I would rather earn less than see big swings. I still want the money to earn something, but I cannot risk losing funds that may be needed soon.",The main goal is a home down payment.; I am considering a home down payment within the next two years; I have a mortgage but my income covers regular expenses,Capital preservation,No,Low,Moderate,High,Medium,Capital preservation,No,4,0,0,No
ILS-324,"I am 51 and I am describing my investment situation for an automated advisory service. I hope to grow capital that could later support a business idea. I have stable income, manageable debt, and cash reserves outside this account. I want some flexibility in case a family expense appears within the next four years. I believe I can beat the market by moving in and out quickly. I am asking for a recommendation, but I may be putting too much weight on recent market excitement.","I have stable income, manageable debt, and cash reserves outside this account; I want some flexibility in case a family expense appears within the next four years; I believe I can beat the market by moving in and out quickly",Growth,No,High,High,Moderate,Medium,Balanced,No,0,4,0,No
ILS-325,"My situation is as follows: I am 38 and I want a portfolio recommendation based on my circumstances. I am building an education fund and want the money to grow without excessive risk. My income is predictable, although I have some family expenses, but also a modest emergency fund. I can leave the funds invested for a long period. I want growth but with a controlled level of volatility, so I would prefer a portfolio that balances growth and stability.",I am building an education fund and want the money to grow without excessive risk.; I can leave the funds invested for a long period; I want growth but with a controlled level of volatility,Growth,No,Moderate,Moderate,Low,Low,Growth,No,3,1,0,No
ILS-326,"As a 68-year-old retail investor, I want the system to understand my situation before recommending a portfolio. I want the account to support stable income rather than large capital gains. I still carry high-interest debt and have limited savings. I may use part of the money in three to five years. I prefer avoiding losses even if returns are lower. I would accept lower returns if that reduces the chance of a meaningful loss.",I want the account to support stable income rather than large capital gains.; I may use part of the money in three to five years; I prefer avoiding losses even if returns are lower,Conservative,No,Low,Low,Moderate,Low,Conservative,No,4,0,0,No
ILS-327,"My situation is as follows: I am 31 and I want a portfolio recommendation based on my circumstances. I am building an education fund and want the money to grow without excessive risk. My income is predictable, although I can save monthly, although I still have normal household commitments. I could withdraw a small portion in the medium term. I prefer a balanced approach rather than the highest possible return, so I would prefer a portfolio that balances growth and stability.",I am building an education fund and want the money to grow without excessive risk.; I could withdraw a small portion in the medium term; I prefer a balanced approach rather than the highest possible return,Balanced,No,Moderate,Moderate,Moderate,Low,Balanced,No,4,0,0,No
ILS-328,"I am 61 and I am either retired or close to retirement. I want the account to produce reliable income and avoid a large drawdown. I have a stable job, but my cash buffer is only moderate. I expect to use part of the funds for tuition in about two years. I am comfortable with moderate risk if the reason is clear. I prefer stability and clear explanation over maximum growth.",Reliable income and avoid a large drawdown; I expect to use part of the funds for tuition in about two years; I am comfortable with moderate risk if the reason is clear,Conservative,No,Moderate,Moderate,High,Low,Conservative,No,4,0,0,No
ILS-329,"As a 42-year-old retail investor, I want the system to understand my situation before recommending a portfolio. I am building an education fund and want the money to grow without excessive risk. I have a secure full-time job, although I have some family expenses, but also a modest emergency fund. I do not expect to withdraw this money for at least ten years. I am comfortable with moderate risk if the reason is clear, so I would prefer a portfolio that balances growth and stability.",I am building an education fund and want the money to grow without excessive risk.; I do not expect to withdraw this money for at least ten years; I am comfortable with moderate risk if the reason is clear,Balanced,No,Moderate,Moderate,Low,Low,Balanced,No,4,0,0,No
ILS-330,"As a 38-year-old retail investor, I want the system to understand my situation before recommending a portfolio. The main goal is a home down payment. I am considering a home down payment within the next two years. I recently changed jobs and do not have much cash set aside. I can tolerate normal market fluctuations. I still want the money to earn something, but I cannot risk losing funds that may be needed soon.",The main goal is a home down payment.; I am considering a home down payment within the next two years; I recently changed jobs and do not have much cash set aside,Human review,Yes,Moderate,Low,High,High,Human review,Yes,4,0,0,No
ILS-331,"I am 68 and would like investment advice that reflects my goals and constraints. I have not decided whether this is for retirement, a house, or general savings. I have not checked whether my emergency fund is enough. I think I can take some risk, but I am not sure how much. I would like the robo-adviser to recommend something, but I realize important information may still be missing.","I have not decided whether this is for retirement, a house, or general savings; I have not checked whether my emergency fund is enough; I think I can take some risk, but I am not sure how much",Human review,Yes,Inconsistent,Low,High,High,Human review,Yes,4,0,0,No
ILS-332,"I am 55 and would like investment advice that reflects my goals and constraints. My main goal is retirement planning more than fifteen years away. I have a secure full-time job, and I have a strong cash buffer and no major short-term debts. I will not need this account for everyday expenses. I can tolerate volatility if it improves long-term growth potential, and I would prefer a recommendation that emphasizes long-term growth while still remaining diversified.","My main goal is retirement planning more than fifteen years away.; I have a secure full-time job, and I have a strong cash buffer and no major short-term debts; I will not need this account for everyday expenses; I can tolerate volatility if it improves long-term growth potential",Aggressive growth,No,High,High,Low,Low,Aggressive growth,No,3,0,1,No
ILS-333,"My situation is as follows: I am 46 and I want a portfolio recommendation based on my circumstances. I may also use the money to reduce debt. I have several fixed expenses and only a small emergency reserve, and I have a tax payment due soon and may need to use these funds. I want the most aggressive portfolio available because I need high returns quickly. I am not sure I could stay invested if markets fell. I need advice because my desire for high return may not match my ability to absorb losses.",I have several fixed expenses and only a small emergency reserve; I have a tax payment due soon and may need to use these funds; I want the most aggressive portfolio available because I need high returns quickly; I am not sure I could stay invested if markets fell.,Human review,Yes,Inconsistent,Low,Urgent,High,Human review,Yes,4,0,0,No
ILS-334,"I am 51 and would like investment advice that reflects my goals and constraints. I am unsure about my debts and cash needs over the next year. I have not reviewed my monthly budget recently. I am unsure how much volatility I could accept. I would like the robo-adviser to recommend something, but I realize important information may still be missing.",I am unsure about my debts and cash needs over the next year; I have not reviewed my monthly budget recently; I am unsure how much volatility I could accept,Human review,Yes,Inconsistent,Low,High,High,Human review,Yes,4,0,0,No
ILS-335,"As a 72-year-old retail investor, I want the system to understand my situation before recommending a portfolio. I may also use the money to reduce debt. I still carry high-interest debt and have limited savings, and I want to keep access to the funds because a major expense is likely soon. I want the most aggressive portfolio available because I need high returns quickly. At the same time, I cannot tolerate losing much of this money. I need advice because my desire for high return may not match my ability to absorb losses.","I still carry high-interest debt and have limited savings; I want to keep access to the funds because a major expense is likely soon; I want the most aggressive portfolio available because I need high returns quickly; At the same time, I cannot tolerate losing much of this money.",Human review,Yes,Inconsistent,Low,Urgent,High,Human review,Yes,4,0,0,No
ILS-336,I am 60 and I am describing my investment situation for an automated advisory service. I want the account to support stable income rather than large capital gains. I recently changed jobs and do not have much cash set aside. I want some flexibility in case a family expense appears within the next four years. I do not sleep well when investments lose value. I would accept lower returns if that reduces the chance of a meaningful loss.,I want the account to support stable income rather than large capital gains.; I want some flexibility in case a family expense appears within the next four years; I do not sleep well when investments lose value,Conservative,No,Low,Low,Moderate,Low,Conservative,No,4,0,0,No
ILS-337,"I am 68 and would like investment advice that reflects my goals and constraints. The main goal is a home down payment. I want to keep access to the funds because a major expense is likely soon. I still carry high-interest debt and have limited savings. I want growth but with a controlled level of volatility. I still want the money to earn something, but I cannot risk losing funds that may be needed soon.",The main goal is a home down payment.; I want to keep access to the funds because a major expense is likely soon; I still carry high-interest debt and have limited savings,Human review,Yes,Moderate,Low,High,High,Human review,Yes,4,0,0,No
ILS-338,"As a 68-year-old retail investor, I want the system to understand my situation before recommending a portfolio. I have two goals at the same time: tuition soon and long-term wealth growth later. I may need the money within six months. My household depends mostly on one unstable income. I can tolerate normal market fluctuations, but I am unsure whether one portfolio can serve both the short-term and long-term goals.",Tuition soon and long-term wealth growth later; I may need the money within six months; My household depends mostly on one unstable income,Human review,Yes,Inconsistent,Low,Urgent,High,Human review,Yes,4,0,0,No
ILS-339,"I am 64 and I am describing my investment situation for an automated advisory service. I have two goals at the same time: a home down payment soon and long-term wealth growth later. I have a tax payment due soon and may need to use these funds. I have a mortgage but my income covers regular expenses. I am comfortable with large short-term swings, but I am unsure whether one portfolio can serve both the short-term and long-term goals.",A home down payment soon and long-term wealth growth later; I have a tax payment due soon and may need to use these funds; I have a mortgage but my income covers regular expenses,Human review,Yes,Inconsistent,Moderate,Urgent,High,Human review,Yes,4,0,0,No
ILS-340,"As a 60-year-old retail investor, I want the system to understand my situation before recommending a portfolio. I want to build wealth faster than I have so far. I have a stable job, but my cash buffer is only moderate. I may need this money for a business deposit in the next year or two. I want to catch up quickly because everyone around me seems to be making money. I am asking for a recommendation, but I may be putting too much weight on recent market excitement.","I have a stable job, but my cash buffer is only moderate; I may need this money for a business deposit in the next year or two; I want to catch up quickly because everyone around me seems to be making money",Human review,Yes,High,Moderate,High,High,Human review,Yes,4,0,0,No
ILS-341,"I am 72 and would like investment advice that reflects my goals and constraints. I have two goals at the same time: tuition soon and future family security later. I am considering a home down payment within the next two years. My household depends mostly on one unstable income. I can accept some ups and downs but not extreme losses, but I am unsure whether one portfolio can serve both the short-term and long-term goals.",Tuition soon and future family security later; I am considering a home down payment within the next two years; My household depends mostly on one unstable income,Human review,Yes,Inconsistent,Low,High,High,Human review,Yes,4,0,0,No
ILS-342,"I am 72 and I am describing my investment situation for an automated advisory service. I am saving toward a home purchase but the exact timing is still a few years away. I have a secure full-time job, although I have a mortgage but my income covers regular expenses. I could withdraw a small portion in the medium term. I am comfortable with moderate risk if the reason is clear, so I would prefer a portfolio that balances growth and stability.",I am saving toward a home purchase but the exact timing is still a few years away.; I could withdraw a small portion in the medium term; I am comfortable with moderate risk if the reason is clear,Balanced,No,Moderate,Moderate,Moderate,Low,Balanced,No,4,0,0,No
ILS-343,"I am 64 and I am describing my investment situation for an automated advisory service. I do not know how much of this account I might need. My income may change, but I cannot estimate by how much. I am unsure how much volatility I could accept. I would like the robo-adviser to recommend something, but I realize important information may still be missing.","I do not know how much of this account I might need; My income may change, but I cannot estimate by how much; I am unsure how much volatility I could accept",Human review,Yes,Inconsistent,Low,High,High,Human review,Yes,4,0,0,No
ILS-344,"My situation is as follows: I am 55 and I want a portfolio recommendation based on my circumstances. I want the account to support stable income rather than large capital gains. I have some family expenses, but also a modest emergency fund. I may need access to some cash before the end of five years. I would rather earn less than see big swings. I would accept lower returns if that reduces the chance of a meaningful loss.",I want the account to support stable income rather than large capital gains.; I may need access to some cash before the end of five years; I would rather earn less than see big swings,Conservative,No,Low,Moderate,Moderate,Low,Conservative,No,4,0,0,No
ILS-345,"My situation is as follows: I am 51 and I want a portfolio recommendation based on my circumstances. I hope to grow capital that could later support a business idea. I can save monthly, although I still have normal household commitments. I may need a large part of the money within eighteen months. I follow market influencers and feel confident about timing the next rally. I am asking for a recommendation, but I may be putting too much weight on recent market excitement.","I can save monthly, although I still have normal household commitments; I may need a large part of the money within eighteen months; I follow market influencers and feel confident about timing the next rally",Human review,Yes,High,Moderate,High,High,Human review,Yes,4,0,0,No
ILS-346,I am 61 and I am either retired or close to retirement. I want the account to produce reliable income and avoid a large drawdown. I have a mortgage but my income covers regular expenses. I expect to use part of the funds for tuition in about two years. I get anxious during market declines. I prefer stability and clear explanation over maximum growth.,Reliable income and avoid a large drawdown; I expect to use part of the funds for tuition in about two years; I get anxious during market declines,Conservative,No,Low,Moderate,High,Medium,Conservative,No,4,0,0,No
ILS-347,"As a 51-year-old retail investor, I want the system to understand my situation before recommending a portfolio. My main goal is saving for education expenses. I have stable income, manageable debt, and cash reserves outside this account. I have no planned withdrawals from this account in the near future. I usually say I can take risk, but I sold quickly during the last downturn. I would like a reasonable return, but I know I react badly to losses.","I usually say I can take risk, but I sold quickly during the last downturn; I would like a reasonable return, but I know I react badly to losses.",Balanced,No,Low,High,Low,Medium,Conservative,No,0,4,0,No
ILS-348,"I am 58 and I am either retired or close to retirement. I want the account to produce reliable income and avoid a large drawdown. I have a stable job, but my cash buffer is only moderate. I want to keep access to the funds because a major expense is likely soon. I prefer avoiding losses even if returns are lower. I prefer stability and clear explanation over maximum growth.",Reliable income and avoid a large drawdown; I want to keep access to the funds because a major expense is likely soon; I prefer avoiding losses even if returns are lower,Conservative,No,Low,Moderate,High,Medium,Conservative,No,4,0,0,No
ILS-349,"I am 64 and would like investment advice that reflects my goals and constraints. I am dealing with a medical issue that could create large bills. My household depends mostly on one unstable income, and this money may be needed for rent and family expenses very soon. I am afraid of making a mistake because the money is important for my family. I should probably not rely only on an automated recommendation unless the case is reviewed carefully.",I am dealing with a medical issue that could create large bills; This money may be needed for rent and family expenses very soon; I am afraid of making a mistake because the money is important for my family,Human review,Yes,Low,Low,Urgent,High,Human review,Yes,4,0,0,No
ILS-350,"I am 31 and would like investment advice that reflects my goals and constraints. The main goal is education funding. I want to keep access to the funds because a major expense is likely soon. My debt is manageable, but I would not want a large loss right before a major expense. I get anxious during market declines. I still want the money to earn something, but I cannot risk losing funds that may be needed soon.","The main goal is education funding.; I want to keep access to the funds because a major expense is likely soon; My debt is manageable, but I would not want a large loss right before a major expense",Capital preservation,No,Low,Moderate,High,Medium,Capital preservation,No,4,0,0,No
ILS-351,"As a 60-year-old retail investor, I want the system to understand my situation before recommending a portfolio. My main goal is saving for education expenses. This investment account is separate from my living expenses. I may use part of the money in three to five years. I became frightened by volatility and stopped investing for a while. I would like a reasonable return, but I know I react badly to losses.","I became frightened by volatility and stopped investing for a while; I would like a reasonable return, but I know I react badly to losses.",Balanced,No,Low,High,Moderate,Medium,Conservative,No,0,4,0,No
ILS-352,"I am 55 and I am describing my investment situation for an automated advisory service. I am trying to grow funds for a future home purchase. My household depends mostly on one unstable income, and I may need to withdraw most of this account within the next nine months. I feel behind financially and want the portfolio to recover the gap as quickly as possible. If the account dropped sharply, I would probably need to sell. I need advice because my desire for high return may not match my ability to absorb losses.","My household depends mostly on one unstable income; I may need to withdraw most of this account within the next nine months; I feel behind financially and want the portfolio to recover the gap as quickly as possible; If the account dropped sharply, I would probably need to sell.",Human review,Yes,Inconsistent,Low,Urgent,High,Human review,Yes,4,0,0,No
ILS-353,"My situation is as follows: I am 51 and I want a portfolio recommendation based on my circumstances. My main goal is long-term wealth accumulation. I have stable consulting income, and I have no high-interest debt and a separate emergency fund. I can leave the funds invested for a long period. I prefer a balanced approach rather than the highest possible return, and I would prefer a recommendation that emphasizes long-term growth while still remaining diversified.","My main goal is long-term wealth accumulation.; I have stable consulting income, and I have no high-interest debt and a separate emergency fund; I can leave the funds invested for a long period; I prefer a balanced approach rather than the highest possible return",Growth,No,Moderate,High,Low,Low,Growth,No,3,0,1,No
ILS-354,"As a 42-year-old retail investor, I want the system to understand my situation before recommending a portfolio. My main goal is long-term wealth growth. My emergency savings are already funded and this money is not needed for bills. I might need a portion of the funds for a home improvement project in a few years. A previous loss made me exit the market at the worst moment. I would like a reasonable return, but I know I react badly to losses.","A previous loss made me exit the market at the worst moment; I would like a reasonable return, but I know I react badly to losses.",Balanced,No,Low,High,Moderate,Medium,Conservative,No,0,4,0,No
ILS-355,"I am 64 and I am describing my investment situation for an automated advisory service. I may also use the money to reduce debt. I have several fixed expenses and only a small emergency reserve, and I am considering a home down payment within the next two years. I feel behind financially and want the portfolio to recover the gap as quickly as possible. If the account dropped sharply, I would probably need to sell. I need advice because my desire for high return may not match my ability to absorb losses.","I have several fixed expenses and only a small emergency reserve; I am considering a home down payment within the next two years; I feel behind financially and want the portfolio to recover the gap as quickly as possible; If the account dropped sharply, I would probably need to sell.",Human review,Yes,Inconsistent,Low,High,High,Human review,Yes,4,0,0,No
ILS-356,"I am 46 and I am describing my investment situation for an automated advisory service. I am investing for retirement and would like steady long-term growth. I have stable consulting income, although I have a mortgage but my income covers regular expenses. I may use part of the money in three to five years. I am comfortable with moderate risk if the reason is clear, so I would prefer a portfolio that balances growth and stability.",I am investing for retirement and would like steady long-term growth.; I may use part of the money in three to five years; I am comfortable with moderate risk if the reason is clear,Balanced,No,Moderate,Moderate,Moderate,Low,Balanced,No,4,0,0,No
ILS-357,"I am 38 and would like investment advice that reflects my goals and constraints. I want general wealth growth but do not want a very aggressive strategy. My salary is stable, although I can save monthly, although I still have normal household commitments. I can leave the funds invested for a long period. I can tolerate normal market fluctuations, so I would prefer a portfolio that balances growth and stability.",I want general wealth growth but do not want a very aggressive strategy.; I can leave the funds invested for a long period; I can tolerate normal market fluctuations,Balanced,No,Moderate,Moderate,Low,Low,Balanced,No,4,0,0,No
ILS-358,"I am 58 and I am either retired or close to retirement. I want the account to produce reliable income and avoid a large drawdown. I have a stable job, but my cash buffer is only moderate. I may need access to some cash before the end of five years. I can tolerate normal market fluctuations. I prefer stability and clear explanation over maximum growth.",Reliable income and avoid a large drawdown; I may need access to some cash before the end of five years; I can tolerate normal market fluctuations,Balanced,No,Moderate,Moderate,Moderate,Low,Balanced,No,4,0,0,No
ILS-359,"As a 60-year-old retail investor, I want the system to understand my situation before recommending a portfolio. I am trying to grow funds for a future home purchase. My household depends mostly on one unstable income, and I need access to cash this year for medical expenses. I feel behind financially and want the portfolio to recover the gap as quickly as possible. I am not sure I could stay invested if markets fell. I need advice because my desire for high return may not match my ability to absorb losses.",My household depends mostly on one unstable income; I need access to cash this year for medical expenses; I feel behind financially and want the portfolio to recover the gap as quickly as possible; I am not sure I could stay invested if markets fell.,Human review,Yes,Inconsistent,Low,Urgent,High,Human review,Yes,4,0,0,No
ILS-360,"I am 46 and I am describing my investment situation for an automated advisory service. I do not know how much of this account I might need. My debt level may change soon. I do not know whether I should be conservative or aggressive. I would like the robo-adviser to recommend something, but I realize important information may still be missing.",I do not know how much of this account I might need; My debt level may change soon; I do not know whether I should be conservative or aggressive,Human review,Yes,Inconsistent,Low,High,High,Human review,Yes,4,0,0,No
ILS-361,"I am 64 and I am describing my investment situation for an automated advisory service. I am not sure when I will need the money. My debt level may change soon. I am unsure how much volatility I could accept. I would like the robo-adviser to recommend something, but I realize important information may still be missing.",I am not sure when I will need the money; My debt level may change soon; I am unsure how much volatility I could accept,Human review,Yes,Inconsistent,Low,High,High,Human review,Yes,4,0,0,No
ILS-362,"I am 60 and I am describing my investment situation for an automated advisory service. I am building an education fund and want the money to grow without excessive risk. I have a secure full-time job, although I have some family expenses, but also a modest emergency fund. I may need access to some cash before the end of five years. I am comfortable with moderate risk if the reason is clear, so I would prefer a portfolio that balances growth and stability.",I am building an education fund and want the money to grow without excessive risk.; I may need access to some cash before the end of five years; I am comfortable with moderate risk if the reason is clear,Balanced,No,Moderate,Moderate,Moderate,Low,Balanced,No,4,0,0,No
ILS-363,"My situation is as follows: I am 55 and I want a portfolio recommendation based on my circumstances. My main goal is saving for education expenses. My emergency savings are already funded and this money is not needed for bills. I can leave the funds invested for a long period. I usually say I can take risk, but I sold quickly during the last downturn. I would like a reasonable return, but I know I react badly to losses.","I usually say I can take risk, but I sold quickly during the last downturn; I would like a reasonable return, but I know I react badly to losses.",Balanced,No,Low,High,Low,Medium,Conservative,No,0,4,0,No
ILS-364,"As a 34-year-old retail investor, I want the system to understand my situation before recommending a portfolio. The main goal is a business deposit. I may need to withdraw most of this account within the next nine months. I recently changed jobs and do not have much cash set aside. I do not sleep well when investments lose value. I still want the money to earn something, but I cannot risk losing funds that may be needed soon.",The main goal is a business deposit.; I may need to withdraw most of this account within the next nine months; I recently changed jobs and do not have much cash set aside,Human review,Yes,Low,Low,Urgent,High,Human review,Yes,4,0,0,No
ILS-365,"My situation is as follows: I am 72 and I want a portfolio recommendation based on my circumstances. My goal is to grow my savings quickly. My household depends mostly on one unstable income, and I may need to withdraw most of this account within the next nine months. I feel behind financially and want the portfolio to recover the gap as quickly as possible. I am not sure I could stay invested if markets fell. I need advice because my desire for high return may not match my ability to absorb losses.",My household depends mostly on one unstable income; I may need to withdraw most of this account within the next nine months; I feel behind financially and want the portfolio to recover the gap as quickly as possible; I am not sure I could stay invested if markets fell.,Human review,Yes,Inconsistent,Low,Urgent,High,Human review,Yes,4,0,0,No
ILS-366,"As a 31-year-old retail investor, I want the system to understand my situation before recommending a portfolio. The main goal is covering possible healthcare costs. I may need the money within six months. I have a stable job, but my cash buffer is only moderate. I prefer avoiding losses even if returns are lower. I still want the money to earn something, but I cannot risk losing funds that may be needed soon.","The main goal is covering possible healthcare costs.; I may need the money within six months; I have a stable job, but my cash buffer is only moderate",Human review,Yes,Low,Moderate,Urgent,High,Human review,Yes,4,0,0,No
ILS-367,"My situation is as follows: I am 68 and I want a portfolio recommendation based on my circumstances. I have two goals at the same time: a business deposit soon and financial independence later. I am considering a home down payment within the next two years. My income is irregular and my emergency fund is small. I do not panic when markets move sharply, but I am unsure whether one portfolio can serve both the short-term and long-term goals.",A business deposit soon and financial independence later; I am considering a home down payment within the next two years; My income is irregular and my emergency fund is small,Human review,Yes,Inconsistent,Low,High,High,Human review,Yes,4,0,0,No
ILS-368,"As a 28-year-old retail investor, I want the system to understand my situation before recommending a portfolio. I cannot estimate my future income yet. My income may change, but I cannot estimate by how much. I might want growth, but I also do not want unpleasant surprises. I would like the robo-adviser to recommend something, but I realize important information may still be missing.","I cannot estimate my future income yet; My income may change, but I cannot estimate by how much; I might want growth, but I also do not want unpleasant surprises",Human review,Yes,Inconsistent,Low,High,High,Human review,Yes,4,0,0,No
ILS-369,"I am 60 and I am describing my investment situation for an automated advisory service. The account is intended for long-term financial independence. My salary is stable, and my emergency savings are already funded and this money is not needed for bills. I do not expect to withdraw this money for at least ten years. I understand that equity markets can fall and I would stay invested, and I would prefer a recommendation that emphasizes long-term growth while still remaining diversified.","The account is intended for long-term financial independence.; My salary is stable, and my emergency savings are already funded and this money is not needed for bills; I do not expect to withdraw this money for at least ten years; I understand that equity markets can fall and I would stay invested",Aggressive growth,No,High,High,Low,Low,Aggressive growth,No,3,0,1,No
ILS-370,"As a 42-year-old retail investor, I want the system to understand my situation before recommending a portfolio. I am not sure when I will need the money. I have not reviewed my monthly budget recently. I do not know whether I should be conservative or aggressive. I would like the robo-adviser to recommend something, but I realize important information may still be missing.",I am not sure when I will need the money; I have not reviewed my monthly budget recently; I do not know whether I should be conservative or aggressive,Human review,Yes,Inconsistent,Low,High,High,Human review,Yes,4,0,0,No
ILS-371,"I am 58 and I am either retired or close to retirement. I want the account to produce reliable income and avoid a large drawdown. I have some family expenses, but also a modest emergency fund. I may need this money for a business deposit in the next year or two. I want growth but with a controlled level of volatility. I prefer stability and clear explanation over maximum growth.",Reliable income and avoid a large drawdown; I may need this money for a business deposit in the next year or two; I want growth but with a controlled level of volatility,Conservative,No,Moderate,Moderate,High,Low,Conservative,No,4,0,0,No
ILS-372,"I am 73 and I am either retired or close to retirement. I want the account to produce reliable income and avoid a large drawdown. I have stable income, manageable debt, and cash reserves outside this account. I may need this money for a business deposit in the next year or two. I get anxious during market declines. I prefer stability and clear explanation over maximum growth.",Reliable income and avoid a large drawdown; I may need this money for a business deposit in the next year or two; I get anxious during market declines,Conservative,No,Low,High,High,Medium,Conservative,No,4,0,0,No
ILS-373,"As a 72-year-old retail investor, I want the system to understand my situation before recommending a portfolio. I am not sure when I will need the money. My income may change, but I cannot estimate by how much. I am unsure how much volatility I could accept. I would like the robo-adviser to recommend something, but I realize important information may still be missing.","I am not sure when I will need the money; My income may change, but I cannot estimate by how much; I am unsure how much volatility I could accept",Human review,Yes,Inconsistent,Low,High,High,Human review,Yes,4,0,0,No
ILS-374,"I am 60 and would like investment advice that reflects my goals and constraints. I am building an education fund and want the money to grow without excessive risk. My household income is steady, although I have a stable job, but my cash buffer is only moderate. I will not need this account for everyday expenses. I can accept some ups and downs but not extreme losses, so I would prefer a portfolio that balances growth and stability.",I am building an education fund and want the money to grow without excessive risk.; I will not need this account for everyday expenses; I can accept some ups and downs but not extreme losses,Balanced,No,Moderate,Moderate,Low,Low,Balanced,No,4,0,0,No
